Sample,Temp(BME680),Presure(BME680),H.R.(BME680),R(BME680),CO2(SGP30),TVOC(SGP30),H2(SGP30),Etanol(SGP30),CO2(CCS811),TVOC(CCS811),Res(ohm)(CCS811),CO2(iAQ),TVOC(iAQ),R(iAQ-Core),Aire/Muestra
67,39,99318,11,1199316104,1321,213,13872,18464,1863,535,79000,1696,469,364016,1
68,39,99328,11,1199278415,1316,244,13873,18418,1889,570,78000,1696,469,364016,1
69,39,99340,11,1199366625,1331,272,13874,18398,1889,570,78000,1627,450,373211,1
70,40,99354,11,1199353965,1313,280,13877,18381,1895,579,77600,1646,455,370550,1
71,40,99363,11,1199455784,1354,296,13866,18363,1905,592,77400,1660,459,368792,1
72,40,99377,11,1199577887,1364,329,13860,18336,1905,592,77400,1470,406,396000,1
73,40,99387,11,1199603978,1376,349,13853,18328,1919,614,76600,1470,406,396000,1
74,40,99397,11,1199656647,1368,347,13859,18331,1919,614,76600,1627,450,373211,1
75,40,99410,11,1199696584,1380,350,13852,18322,1919,614,76600,1192,330,444052,1
76,40,99420,11,1199763989,1386,352,13847,18317,1919,614,76600,1227,339,437237,1
77,40,99430,11,1199777598,1400,380,13847,18306,1935,641,76000,1488,411,393103,1
78,40,99442,12,1199804946,1391,379,13849,18303,1928,626,76400,1702,470,363157,1
79,40,99452,12,1199874084,1404,380,13845,18303,1928,626,76400,1266,350,430028,1
80,40,99461,12,1199888045,1419,385,13838,18299,1928,626,76400,1492,412,392623,1
81,40,99473,12,1199994198,1408,399,13847,18289,1911,601,77000,1376,380,410958,1
82,41,99483,12,1199972761,1417,398,13844,18283,1928,626,76400,1627,450,373211,1
83,41,99491,12,1200037388,1361,385,13858,18301,1928,626,76400,1759,486,355971,1
84,41,99503,12,1200088314,1407,398,13841,18282,1928,626,76400,1769,489,354724,1
85,41,99519,12,1200110319,1395,387,13844,18297,1928,626,76400,1816,502,348984,1
86,41,99526,12,1200162090,1394,382,13845,18296,1935,641,76000,2135,589,314636,1
87,41,99538,12,1200214465,1410,392,13836,18292,1935,641,76000,2255,622,303321,1
88,41,99546,12,1200252251,1415,403,13836,18282,1928,626,76400,2352,649,294786,1
89,41,99554,12,1200313372,1411,393,13837,18287,1928,626,76400,1957,540,332900,1
90,41,99564,12,1200328781,1413,400,13834,18273,1928,626,76400,2013,556,326902,1
91,41,99572,12,1200351992,1409,392,13843,18286,1928,626,76400,1888,521,340615,1
92,41,99581,12,1200414468,1413,399,13837,18282,1919,614,76600,1716,474,361448,1
93,41,99587,12,1200469837,1410,410,13834,18280,1928,626,76400,1850,511,344963,1
94,41,99597,12,1200509795,1400,397,13843,18293,1919,614,76600,2185,603,309767,1
95,41,99605,12,1200493771,1410,412,13840,18278,1942,651,75800,2102,580,317821,1
96,42,99615,12,1200582593,1388,406,13841,18279,1935,641,76000,2289,632,300329,1
97,42,99624,12,1200615313,1396,398,13840,18273,1928,626,76400,2603,718,274792,1
98,42,99630,12,1200664823,1393,398,13838,18282,1928,626,76400,3015,832,247315,1
99,42,99638,12,1200698120,1418,416,13833,18278,1928,626,76400,2444,674,287188,1
100,42,99644,12,1200714856,1429,407,13840,18277,1928,626,76400,2477,684,284405,1
101,42,99654,12,1200748505,1420,407,13835,18282,1928,626,76400,2715,749,266723,1
102,42,99660,12,1200782393,1422,414,13832,18269,1928,626,76400,2792,770,261419,1
103,42,99664,12,1200816522,1413,413,13843,18273,1928,626,76400,1564,432,381818,1
104,42,99671,12,1200825092,1406,412,13836,18270,1935,641,76000,1873,517,342187,1
105,42,99681,12,1200850894,1398,395,13843,18288,1935,641,76000,2329,643,296727,1
106,42,99687,12,1200920379,1424,417,13836,18269,1928,626,76400,2329,643,296727,1
107,42,99695,12,1200920379,1415,410,13841,18277,1935,641,76000,2535,700,279846,1
108,42,99699,12,1200973152,1409,400,13841,18275,1928,626,76400,2674,738,269569,1
109,42,99709,12,1201026500,1392,406,13847,18283,1935,641,76000,2206,609,307712,1
110,42,99714,12,1201035448,1421,407,13831,18278,1935,641,76000,2094,578,318535,1
111,42,99718,12,1201044413,1420,422,13830,18269,1935,641,76000,2008,554,327272,1
112,42,99726,12,1201089480,1413,410,13837,18274,1935,641,76000,2134,589,314636,1
113,43,99730,12,1201098542,1413,413,13838,18270,1928,626,76400,2493,688,283180,1
114,43,99740,12,1201162450,1397,413,13839,18275,1942,651,75800,2097,579,318178,1
115,43,99744,12,1201180860,1400,395,13837,18288,1942,651,75800,2336,645,296078,1
116,43,99750,12,1201190091,1410,401,13831,18281,1928,626,76400,1904,526,338663,1
117,43,99754,12,1201217886,1410,409,13835,18279,1935,641,76000,2065,570,321412,1
118,43,99763,12,1201236503,1398,400,13836,18287,1928,626,76400,1846,510,345362,1
119,43,99767,12,1201273943,1428,418,13831,18272,1935,641,76000,1907,527,338275,1
120,43,99778,12,1201302206,1429,420,13837,18264,1935,641,76000,1284,355,426760,0
121,43,99782,12,1201340138,1401,413,13831,18268,1935,641,76000,1302,360,423529,0
122,43,99790,12,1201553954,1035,355,13965,18325,1919,614,76600,1698,469,363586,0
123,43,99795,11,1201945274,546,235,14272,18432,1277,133,102400,1456,402,397948,0
124,43,99799,11,1202196805,400,178,14396,18514,714,47,117400,1265,350,430028,0
125,43,99805,10,1202390409,400,127,14443,18601,530,19,125800,1274,352,428389,0
126,43,99809,10,1202531220,400,102,14457,18629,444,6,131200,940,260,498627,0
127,43,99813,10,1202651294,400,74,14465,18666,409,1,133800,611,170,594545,0
128,43,99817,10,1202798779,400,54,14476,18710,400,0,136000,538,150,620702,0
129,43,99823,10,1202823730,400,34,14472,18739,400,0,137000,541,151,619736,0
130,43,99829,9,1202848788,400,23,14477,18756,400,0,138200,450,125,658223,0
131,43,99833,9,1202924613,400,12,14466,18769,400,0,139000,781,217,540944,0
132,43,99837,9,1202975713,400,7,14461,18773,400,0,139200,588,163,602757,0
133,43,99841,9,1202988557,400,6,14460,18786,410,1,138200,632,176,587394,0
134,43,99846,9,1203040217,400,0,14469,18806,400,0,139600,570,159,609270,0
135,43,99852,9,1203105430,405,0,14459,18810,400,0,139600,560,156,613043,0
136,44,99856,9,1203105430,400,0,14467,18820,400,0,140000,527,147,625568,0
137,44,99860,9,1203131717,418,0,14462,18823,405,0,139600,519,144,628517,0
138,44,99864,9,1203158119,409,0,14467,18828,400,0,140000,540,150,620702,0
139,44,99864,9,1203211277,413,0,14466,18836,405,0,139600,617,171,592744,0
140,44,99868,9,1203264908,407,0,14465,18844,400,0,140000,627,174,589169,0
141,44,99876,9,1203264908,414,0,14466,18849,405,0,139600,646,179,582995,0
142,44,99880,9,1203332623,411,0,14458,18854,400,0,140000,693,192,567581,0
143,44,99884,9,1203332623,423,0,14461,18861,405,0,139600,693,192,567581,0
144,44,99885,9,1203240179,428,0,14450,18859,409,1,139200,586,163,603680,0
145,44,99889,9,1203307616,426,0,14452,18856,409,1,139200,609,169,595449,0
146,44,99893,9,1203359922,432,0,14448,18858,409,1,139200,591,164,601835,0
147,44,99897,9,1203359922,428,0,14454,18861,413,1,139000,456,127,653992,0
148,44,99901,9,1203273803,439,0,14440,18841,413,1,139000,588,163,602757,0
149,44,99905,9,1203362112,419,0,14461,18867,413,1,139000,514,143,630495,0
150,44,99907,9,1203430924,422,0,14450,18873,413,1,139000,451,126,656102,0
151,44,99911,9,1203362112,431,0,14447,18862,413,1,139000,632,176,587394,0
152,44,99913,9,1203382674,421,0,14454,18872,424,3,138000,602,167,598172,0
153,44,99917,9,1203424008,441,0,14441,18875,420,3,138200,547,152,617812,0
154,44,99921,9,1203472586,437,0,14443,18881,415,2,138600,614,171,593644,0
155,44,99925,9,1203396421,433,0,14449,18877,415,2,138600,514,143,630495,0
156,44,99929,9,1203465623,439,2,14426,18866,420,3,138200,542,151,619736,0
157,44,99931,9,1203486536,433,2,14448,18874,420,3,138200,583,162,604606,0
158,44,99931,9,1203500518,438,0,14440,18877,415,2,138600,632,176,587394,0
159,44,99934,9,1203521551,439,0,14446,18876,424,3,138000,583,162,604606,0
160,44,99936,9,1203634950,439,0,14439,18875,424,3,138000,550,153,616853,0
161,44,99940,9,1203556766,445,6,14442,18874,438,5,137000,540,150,620702,0
162,44,99944,9,1203535613,450,10,14434,18865,424,3,138000,586,163,603680,0
163,44,99948,9,1203613529,431,0,14446,18876,424,3,138000,731,203,556034,0
164,44,99950,9,1203556766,435,0,14440,18873,424,3,138000,800,222,535546,0
165,45,99952,9,1203514532,438,4,14436,18874,428,4,137600,683,190,570950,0
166,45,99956,9,1203585083,436,6,14437,18874,428,4,137600,599,166,599085,0
167,45,99958,9,1203642107,443,10,14434,18873,424,3,138000,504,140,634482,0
168,45,99958,9,1203642107,447,8,14432,18861,434,5,137400,683,190,570950,0
169,45,99962,9,1203685220,434,0,14444,18886,434,5,137400,693,192,567581,0
170,45,99966,9,1203743171,444,2,14440,18882,444,6,136600,547,152,617812,0
171,45,99968,9,1203678014,451,10,14431,18866,444,6,136600,696,193,566744,0
172,45,99970,9,1203706889,445,0,14432,18882,428,4,137600,465,130,649804,0
173,45,99974,9,1203757743,452,4,14432,18878,434,5,137400,593,165,600916,0
174,45,99976,9,1203786988,444,7,14427,18872,434,5,137400,534,149,622641,0
175,45,99976,9,1203706889,446,1,14437,18886,434,5,137400,743,206,552000,0
176,45,99978,9,1203757743,443,5,14430,18873,434,5,137400,754,209,548805,0
177,45,99982,9,1203743171,442,2,14444,18879,438,5,137000,611,170,594545,0
178,45,99984,9,1203816369,435,0,14431,18882,438,5,137000,627,174,589169,0
179,45,99987,9,1203801661,447,2,14425,18878,438,5,137000,709,197,562587,0
180,45,99989,9,1203743171,455,9,14423,18878,444,6,136600,709,197,562587,1
181,45,99989,9,1203853289,456,13,14431,18881,444,6,136600,596,166,600000,1
182,45,99991,9,1203757743,437,4,14437,18888,428,4,137600,632,176,587394,1
183,45,99993,9,1203549707,841,61,14121,18788,1478,164,103200,630,175,588281,1
184,45,99995,10,1203332623,1116,121,14020,18700,1686,325,90800,781,217,540944,1
185,45,99997,10,1203224640,1208,165,13990,18645,1749,390,87600,977,271,489843,1
186,45,100001,10,1203144903,1235,194,13974,18596,1787,435,85800,1404,388,406385,1
187,45,100001,10,1203105430,1269,215,13958,18559,1822,477,84000,1540,426,385527,1
188,45,100003,10,1203040217,1348,246,13947,18516,1843,505,83200,1813,501,349390,1
189,45,100005,10,1203014331,1359,276,13939,18484,1882,556,81600,1755,485,356389,1
190,45,100009,11,1203027259,1345,282,13939,18464,1889,570,81200,1836,507,346564,1
191,45,100011,11,1203027259,1388,326,13923,18438,1895,579,80800,1819,502,348579,1
192,45,100013,11,1202988557,1400,342,13916,18430,1905,592,80600,1776,491,353896,1
193,45,100013,11,1202950107,1402,350,13921,18427,1913,603,80200,1833,506,346966,1
194,45,100015,11,1202962896,1421,357,13910,18412,1926,625,79600,1992,550,329134,1
195,45,100017,11,1202924613,1463,375,13899,18395,1934,639,79200,2117,584,316400,1
196,45,100019,11,1202899228,1426,380,13904,18400,1934,639,79200,2017,557,326532,1
197,45,100019,11,1202861357,1442,390,13902,18389,1934,639,79200,1992,550,329134,1
198,45,100021,11,1202975713,1422,386,13905,18395,1951,665,78600,2170,599,311148,1
199,45,100023,11,1202950107,1433,402,13905,18379,1951,665,78600,2178,601,310457,1
200,45,100023,11,1202937346,1456,407,13902,18379,1951,665,78600,2106,581,317465,1
201,45,100035,11,1202911907,1466,408,13901,18370,1951,665,78600,2240,618,304663,1
202,45,100035,11,1202924613,1469,420,13897,18367,1951,665,78600,2048,565,323228,1
203,45,100035,11,1202873954,1452,418,13899,18364,1959,676,78200,2156,595,312537,1
204,45,100035,11,1202950107,1444,420,13896,18367,1959,676,78200,2145,592,313584,1
205,45,100037,11,1202899228,1476,422,13893,18375,1959,676,78200,1974,545,331010,1
206,45,100039,11,1202937346,1485,423,13887,18363,1951,665,78600,2027,560,325425,1
207,45,100041,11,1202924613,1506,428,13889,18359,1982,716,77400,2006,554,327643,1
208,45,100041,11,1202899228,1503,420,13884,18363,1982,716,77400,2052,567,322863,1
209,46,100043,11,1202924613,1531,423,13883,18361,1973,700,77600,1876,518,341793,1
210,46,100045,11,1202886577,1534,428,13875,18350,1973,700,77600,1897,524,339442,1
211,46,100047,11,1202911907,1516,432,13876,18351,1973,700,77600,2265,625,302319,1
212,46,100047,11,1202950107,1541,449,13876,18342,1973,700,77600,2381,657,292224,1
213,46,100047,11,1202924613,1521,432,13876,18351,1973,700,77600,2622,723,273328,1
214,46,100047,11,1202975713,1538,456,13869,18331,1973,700,77600,2431,671,288124,1
215,46,100051,11,1202924613,1510,445,13879,18332,1973,700,77600,2261,624,302652,1
216,46,100053,11,1203001430,1491,452,13880,18343,1973,700,77600,2069,571,321050,1
217,46,100055,11,1202975713,1505,434,13876,18342,1982,716,77400,2351,649,294786,1
218,46,100056,11,1202950107,1509,431,13878,18339,1973,700,77600,2144,592,313584,1
219,46,100056,11,1202962896,1519,431,13865,18351,1989,727,77000,2144,592,313584,1
220,46,100056,11,1202950107,1537,451,13868,18333,1989,727,77000,2370,654,293181,1
221,46,100056,11,1203001430,1510,435,13876,18339,1989,727,77000,2412,666,289692,1
222,46,100058,11,1202962896,1537,453,13868,18339,1989,727,77000,2412,666,289692,1
223,46,100060,11,1203001430,1525,436,13871,18341,1989,727,77000,2251,621,303655,1
224,46,100062,11,1203001430,1535,460,13872,18339,1989,727,77000,2214,611,307031,1
225,46,100060,11,1202988557,1531,445,13870,18345,1989,727,77000,2340,646,295754,1
226,46,100062,11,1203001430,1534,440,13871,18343,1989,727,77000,2520,695,281052,1
227,46,100062,11,1202988557,1558,461,13859,18324,2006,757,76400,2381,657,292224,1
228,46,100068,11,1203040217,1546,448,13861,18340,1989,727,77000,2265,625,302319,1
229,46,100066,11,1203027259,1530,461,13875,18333,1998,742,76600,2184,603,309767,1
230,46,100068,11,1202975713,1537,462,13871,18331,1989,727,77000,1887,521,340615,1
231,46,100068,11,1203027259,1521,453,13868,18338,1998,742,76600,2058,568,322136,1
232,46,100070,11,1203014331,1538,455,13861,18328,1998,742,76600,2044,564,323592,1
233,46,100068,11,1203066216,1525,456,13867,18327,1998,742,76600,2141,591,313935,1
234,46,100070,11,1203066216,1521,456,13867,18339,1998,742,76600,2221,613,306352,1
235,46,100072,11,1203040217,1550,452,13856,18334,2006,757,76400,2404,663,290322,1
236,46,100074,11,1203053202,1550,451,13858,18327,2006,757,76400,2586,714,275970,1
237,46,100072,11,1203105430,1540,458,13864,18329,2006,757,76400,2535,700,279846,1
238,46,100074,11,1203001430,1557,463,13859,18320,2006,757,76400,2416,667,289377,1
239,46,100074,11,1203092330,1532,470,13858,18325,2006,757,76400,2258,623,302986,1
240,46,100076,11,1203053202,1516,463,13868,18329,2006,757,76400,2232,616,305337,0
241,46,100074,11,1203079259,1559,456,13858,18341,2006,757,76400,2404,663,290322,0
242,46,100076,11,1203158119,1574,463,13856,18334,2006,757,76400,1866,515,342977,0
243,46,100082,11,1203314401,1002,400,14054,18382,1682,321,91200,2170,599,311148,0
244,46,100080,11,1203620661,597,261,14302,18489,1090,105,110800,1510,417,389762,0
245,46,100082,10,1203868118,472,208,14400,18572,774,56,120000,1409,390,405379,0
246,46,100080,10,1204117897,423,169,14434,18627,617,33,126400,829,230,527232,0
247,46,100082,10,1204282035,400,138,14459,18677,533,20,130800,450,125,735086,0
248,46,100084,9,1204329699,400,120,14456,18706,486,13,133800,450,125,760000,0
249,46,100084,9,1204466650,400,99,14470,18733,459,8,135400,583,162,604606,0
250,46,100084,9,1204565053,400,75,14473,18770,444,6,136600,527,147,625568,0
251,46,100084,9,1204565053,400,62,14475,18794,438,5,137000,706,196,563414,0
252,46,100086,9,1204556797,418,53,14465,18797,428,4,137600,461,128,651892,0
253,46,100084,9,1204589881,407,43,14465,18816,420,3,138200,576,160,607398,0
254,46,100086,9,1204631468,412,36,14462,18825,415,2,138600,550,153,616853,0
255,46,100088,9,1204565053,412,23,14466,18843,428,4,137600,617,171,592744,0
256,46,100086,9,1204656544,411,13,14467,18859,413,1,139000,450,125,666821,0
257,46,100088,9,1204656544,418,14,14461,18866,413,1,139000,450,125,669000,0
258,46,100088,9,1204639816,415,6,14460,18876,413,1,139000,450,125,669000,0
259,46,100088,9,1204715420,426,5,14448,18873,413,1,139000,726,201,562587,0
260,46,100090,9,1204673314,426,0,14455,18895,409,1,139200,450,125,663576,0
261,46,100090,9,1204673314,422,0,14453,18893,413,1,139000,483,135,648764,0
262,46,100092,9,1204732337,435,0,14446,18886,413,1,139000,450,125,721276,0
263,46,100090,9,1204698546,433,0,14449,18889,413,1,139000,450,125,975000,0
264,46,100094,9,1204740811,436,2,14439,18888,424,3,138000,450,125,1103571,0
265,46,100094,9,1204690125,434,0,14444,18892,428,4,137600,450,125,1116494,0
266,46,100096,9,1204766297,431,0,14446,18896,413,1,139000,450,125,885834,0
267,46,100094,9,1204757791,426,0,14445,18898,415,2,138600,450,125,989610,0
268,46,100096,9,1204715420,432,3,14451,18908,420,3,138200,450,125,842326,0
269,46,100094,9,1204740811,425,0,14450,18902,424,3,138000,450,125,1054411,0
270,46,100096,9,1204766297,430,0,14445,18906,420,3,138200,450,125,970894,0
271,46,100096,9,1204783340,434,0,14449,18905,420,3,138200,450,125,814285,0
272,46,100098,9,1204715420,433,0,14444,18913,420,3,138200,450,125,700761,0
273,46,100098,9,1204791878,432,0,14441,18909,438,5,137000,450,125,795000,0
274,46,100098,9,1204791878,437,0,14438,18913,438,5,137000,450,125,918260,0
275,46,100100,9,1204766297,446,7,14432,18902,428,4,137600,450,125,832800,0
276,46,100098,9,1204817557,443,8,14439,18911,428,4,137600,450,125,797916,0
277,46,100100,9,1204834730,440,0,14436,18918,428,4,137600,450,125,775075,0
278,46,100098,9,1204757791,434,0,14448,18928,428,4,137600,450,125,861943,0
279,46,100100,9,1204817557,453,6,14430,18919,428,4,137600,450,125,847159,0
280,46,100100,9,1204774813,445,5,14439,18925,438,5,137000,450,125,812774,0
281,47,100098,9,1204843332,443,0,14442,18928,438,5,137000,450,125,713924,0
282,47,100100,9,1204860570,446,3,14428,18926,447,7,136400,450,125,764062,0
283,47,100102,9,1204740811,445,2,14433,18920,450,7,136000,450,125,741509,0
284,47,100100,9,1204851946,446,4,14437,18925,434,5,137400,450,125,809765,0
285,47,100105,9,1204843332,450,7,14432,18913,438,5,137000,450,125,765424,0
286,47,100103,9,1204817557,441,6,14431,18920,438,5,137000,489,136,653992,0
287,47,100105,9,1204783340,429,0,14442,18932,438,5,137000,450,125,700761,0
288,47,100103,9,1204921247,442,0,14437,18934,438,5,137000,450,125,768161,0
289,47,100103,9,1204808987,441,5,14431,18932,444,6,136600,450,125,690287,0
290,47,100105,9,1204834730,448,8,14427,18922,444,6,136600,450,125,737644,0
291,47,100103,9,1204869205,452,0,14429,18927,436,5,137000,450,125,792101,0
292,47,100105,9,1204877851,456,3,14424,18922,454,8,135800,521,145,642580,0
293,47,100103,9,1204903856,460,11,14420,18920,446,7,136400,450,125,710294,0
294,47,100105,9,1204860570,440,8,14428,18926,443,6,136600,450,125,712710,0
295,47,100105,9,1204808987,451,8,14428,18922,443,6,136600,450,125,738929,0
296,47,100107,9,1204851946,455,7,14424,18921,446,7,136400,450,125,738929,0
297,47,100105,9,1204851946,446,4,14426,18918,448,7,136000,450,125,916406,0
298,47,100107,9,1204834730,444,3,14431,18927,446,7,136400,450,125,870348,0
299,47,100105,9,1204912546,442,2,14433,18921,446,7,136400,450,125,716361,0
300,47,100105,9,1204886509,443,3,14434,18926,448,7,136000,450,125,914558,1
301,47,100107,9,1204903856,445,0,14438,18933,448,7,136000,450,125,826550,1
302,47,100105,9,1205000055,439,2,14436,18931,457,8,135400,450,125,681190,1
303,47,100107,9,1204826138,554,13,14349,18915,436,5,137000,450,125,713924,1
304,47,100107,9,1204664924,737,59,14198,18845,848,68,117400,627,174,607398,1
305,47,100105,9,1204548551,904,110,14096,18770,1655,294,92800,817,227,547219,1
306,47,100107,9,1204313772,1046,151,14034,18705,1757,398,87400,929,257,516938,1
307,47,100107,10,1204195542,1145,179,14013,18659,1801,451,85000,1193,330,457566,1
308,47,100109,10,1204164373,1199,206,13989,18612,1829,487,83800,1399,387,419805,1
309,47,100107,10,1204064095,1230,237,13980,18582,1852,518,82800,1070,296,483247,1
310,47,100107,10,1203995575,1246,253,13976,18550,1857,526,82400,1065,295,484555,1
311,47,100111,10,1203935278,1266,275,13964,18537,1880,555,81600,1498,414,403877,1
312,47,100111,10,1203950299,1295,283,13956,18526,1874,547,81800,1062,294,485211,1
313,47,100113,10,1203897879,1321,311,13951,18504,1874,547,81800,800,222,552000,1
314,47,100111,10,1203860699,1325,338,13945,18480,1888,568,81200,1481,409,406385,1
315,47,100111,10,1203860699,1326,340,13944,18471,1894,576,80800,1299,359,437237,1
316,47,100113,10,1203786988,1356,366,13934,18467,1894,576,80800,1768,488,365743,1
317,47,100111,10,1203750453,1366,370,13934,18449,1903,590,80600,1393,385,420864,1
318,47,100113,10,1203794320,1373,377,13933,18449,1918,612,80000,1462,404,409426,1
319,47,100111,10,1203831111,1398,402,13927,18426,1918,612,80000,2026,559,335573,1
320,47,100111,10,1203765041,1387,399,13921,18433,1939,647,79000,1446,400,411985,1
321,47,100113,11,1203786988,1414,395,13917,18434,1939,647,79000,2026,559,335573,1
322,47,100111,11,1203757743,1437,417,13907,18426,1939,647,79000,2040,563,334042,1
323,47,100113,11,1203735898,1435,409,13909,18423,1950,664,78600,1941,536,344963,1
324,47,100113,11,1203743171,1440,418,13909,18417,1950,664,78600,2351,649,303991,1
325,47,100111,11,1203706889,1446,433,13905,18403,1957,674,78200,1779,491,364447,1
326,47,100113,11,1203786988,1454,440,13896,18390,1957,674,78200,1601,442,388343,1
327,47,100113,11,1203743171,1444,440,13904,18394,1965,687,78000,1546,427,396485,1
328,47,100111,11,1203772348,1425,444,13910,18398,1965,687,78000,1278,353,441193,1
329,47,100113,11,1203750453,1451,441,13904,18396,1972,698,77600,1068,296,483900,1
330,47,100111,11,1203685220,1460,434,13904,18404,1981,714,77400,1714,473,372765,1
331,47,100113,11,1203765041,1478,444,13896,18391,1981,714,77400,1966,543,342187,1
